ingred_clean,dfg_clean,ingred_desc,simple_name,ingred_code,sample_id,Similarity,match,replace
crustacean blue moist cooked crab heat,cracker wheat nabisco,"Crustaceans, crab, blue, cooked, moist heat",Wheat crackers (Nabisco),15140,510,0.308,n,
blue crustacean canned crab,black bean canned sw,"Crustaceans, crab, blue, canned",Canned black beans (S&W),15141,268,0.408,n,
specie crustacean crayfish mixed raw wild,blend rice wild,"Crustaceans, crayfish, mixed species, wild, raw",Wild blend rice,15145,866,0.274,n,
specie crustacean crayfish mixed moist cooked heat wild,skim mozarella part moisture cheese low,"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",Low Moisture part Skim Mozarella cheese,15146,245,0.261,n,
lobster northern crustacean raw,northern great bean,"Crustaceans, lobster, northern, raw",Great Northern Beans,15147,1102,0.56,n,
crustacean lobster moist cooked northern heat,northern great bean,"Crustaceans, lobster, northern, cooked, moist heat",Great Northern Beans,15148,1102,0.54,n,
specie crustacean may mixed raw additive contain moisture retain shrimp,shrimp,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",Shrimp,15149,877,0.354,,
specie crustacean may have mixed moist previously cooked been heat frozen shrimp,shrimp,"Crustaceans, shrimp, mixed species, cooked, moist heat (may have been previously frozen)",Shrimp,15151,877,0.35,,
specie crustacean mixed canned shrimp,shrimp,"Crustaceans, shrimp, mixed species, canned",Shrimp,15152,877,0.492,,
specie mollusk mixed raw abalone,burger patty vegetable mixed,"Mollusks, abalone, mixed species, raw",Mixed vegetable burger patty,15155,608,0.258,n,
specie mollusk mixed raw clam,burger patty vegetable mixed,"Mollusks, clam, mixed species, raw",Mixed vegetable burger patty,15157,608,0.253,n,
specie mollusk mixed canned solid drained clam,black bean canned sw,"Mollusks, clam, mixed species, canned, drained solids",Canned black beans (S&W),15160,268,0.293,n,
specie mollusk mixed canned liquid clam,pecan,"Mollusks, clam, mixed species, canned, liquid",Pecan,15162,560,0.261,n,
mussel raw mollusk blue,brussel sprout steamed whole,"Mollusks, mussel, blue, raw",Steamed Whole brussel sprouts,15164,126,0.364,n,
common raw mollusk octopus,cheese commercial mac,"Mollusks, octopus, common, raw",Commercial Mac and Cheese,15166,282,0.2,n,
mollusk raw oyster eastern wild,blend rice wild,"Mollusks, oyster, eastern, wild, raw",Wild blend rice,15167,866,0.282,n,
eastern canned oyster mollusk,squash butternut steamed,"Mollusks, oyster, eastern, canned",Steamed butternut squash,15170,146,0.279,n,
specie mollusk mixed scallop raw,burger patty vegetable mixed,"Mollusks, scallop, mixed species, raw",Mixed vegetable burger patty,15172,608,0.231,n,
specie squid mollusk mixed raw,squash neck yellow steamed,"Mollusks, squid, mixed species, raw",Steamed yellow neck squash,15175,149,0.248,n,
fish may dry cooked heat additive contain moisture pacific retain cod,of soup mushroom food pacific cream,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",Cream of Mushroom Soup (Pacific Foods),15192,650,0.34,n,
mollusk moist cooked octopus heat common,skim mozarella part moisture cheese low,"Mollusks, octopus, common, cooked, moist heat",Low Moisture part Skim Mozarella cheese,15230,245,0.334,n,
fish catfish raw channel farmed,fillet fish based plant,"Fish, catfish, channel, farmed, raw",plant based fish fillet,15234,1094,0.346,n,
trout fish raw rainbow farmed,rainbow o cereal morning,"Fish, trout, rainbow, farmed, raw",Rainbow Morning O's Cereals,15240,681,0.45,n,
tilapia fish raw,fillet fish based plant,"Fish, tilapia, raw",plant based fish fillet,15261,1094,0.291,n,
baked bean plain canned vegetarian,black bean canned sw,"Beans, baked, canned, plain or vegetarian",Canned black beans (S&W),16006,268,0.453,n,Navy beans
bean raw mature black seed,black bean canned sw,"Beans, black, mature seeds, raw",Canned black beans (S&W),16014,268,0.592,,
bean without cooked mature salt boiled black seed,black bean canned sw,"Beans, black, mature seeds, cooked, boiled, without salt",Canned black beans (S&W),16015,268,0.473,,
bean without cooked turtle mature salt boiled black seed,black bean canned sw,"Beans, black turtle, mature seeds, cooked, boiled, without salt",Canned black beans (S&W),16017,268,0.408,,
bean canned turtle mature black seed,black bean canned sw,"Beans, black turtle, mature seeds, canned",Canned black beans (S&W),16018,268,0.627,,
bean great canned northern mature seed,northern great bean,"Beans, great northern, mature seeds, canned",Great Northern Beans,16026,1102,0.815,,
bean without kidney cooked mature all salt boiled type seed,kidney canned bean,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",Canned Kidney beans,16028,271,0.539,,
bean red raw kidney mature seed,kidney canned bean,"Beans, kidney, red, mature seeds, raw",Canned Kidney beans,16032,271,0.703,,
bean without red kidney cooked mature salt boiled seed,kidney canned bean,"Beans, kidney, red, mature seeds, cooked, boiled, without salt",Canned Kidney beans,16033,271,0.579,,
bean red kidney canned mature liquid solid seed,kidney canned bean,"Beans, kidney, red, mature seeds, canned, solids and liquids",Canned Kidney beans,16034,271,0.706,,
bean raw pink mature seed,green bean steamed,"Beans, pink, mature seeds, raw",Steamed Green beans,16040,132,0.33,n,
bean without pink cooked mature salt boiled seed,oat bran cooked,"Beans, pink, mature seeds, cooked, boiled, without salt",cooked oat bran,16041,902,0.329,n,
pinto bean raw mature seed,pinto sodium bean canned low,"Beans, pinto, mature seeds, raw",Canned low sodium pinto bean,16042,267,0.518,,
pinto bean without cooked mature salt boiled seed,pinto sodium bean canned low,"Beans, pinto, mature seeds, cooked, boiled, without salt",Canned low sodium pinto bean,16043,267,0.452,,
bean yellow without cooked mature salt boiled seed,yellow mango,"Beans, yellow, mature seeds, cooked, boiled, without salt",Yellow mango,16048,71,0.41,n,
bean without white cooked mature salt boiled seed,white bread,"Beans, white, mature seeds, cooked, boiled, without salt",White bread,16050,840,0.422,n,Cannellini Beans
bean without broadbeans cooked mature salt boiled fava seed,sprout bean,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",Bean Sprouts,16053,1104,0.339,n,
flour carob,flour soy,Carob flour,Soy flour,16055,265,0.53,n,
bean garbanzo chickpea raw mature gram bengal seed,bean canned garbanzo,"Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",Canned garbanzo beans,16056,269,0.616,,
bean without garbanzo chickpea cooked mature salt boiled gram bengal seed,bean canned garbanzo,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",Canned garbanzo beans,16057,269,0.561,,
without cooked blackeyes mature salt crowder boiled southern cowpea seed common,black pea eyed,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",Black-eyed Peas,16063,1099,0.356,,
raw lentil,grain brown lentil whole,"Lentils, raw",Whole grain brown lentils,16069,460,0.632,,
without cooked mature salt boiled lentil seed,grain brown lentil whole,"Lentils, mature seeds, cooked, boiled, without salt",Whole grain brown lentils,16070,460,0.419,,
bean large without lima cooked mature salt boiled seed,lima bean,"Lima beans, large, mature seeds, cooked, boiled, without salt",Lima Beans,16072,1103,0.498,,
bean without cooked mature salt mung boiled seed,oat bran cooked,"Mung beans, mature seeds, cooked, boiled, without salt",cooked oat bran,16081,902,0.309,n,
without split cooked mature pea salt boiled seed,green pea split,"Peas, split, mature seeds, cooked, boiled, without salt",Green split peas,16086,1100,0.543,,
type raw peanut all,peanut,"Peanuts, all types, raw",Peanuts,16087,551,0.678,,
peanut cooked all salt boiled type,peanut,"Peanuts, all types, cooked, boiled, with salt",Peanuts,16088,551,0.543,,
oil peanut roasted all salt type,peanut,"Peanuts, all types, oil-roasted, with salt",Peanuts,16089,551,0.556,,
peanut dry roasted all salt type,peanut,"Peanuts, all types, dry-roasted, with salt",Peanuts,16090,551,0.543,,
smooth program peanut butter food salt for usda includes style,cracker peanut butter,"Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",Peanut butter crackers,16098,545,0.387,n,Creamy peanut butter (Skippy)
defatted flour peanut,peanut,"Peanut flour, defatted",Peanuts,16099,551,0.526,n,
bean canned refried traditional style,bean refried,"Refried beans, canned, traditional style",Refried Beans,16103,757,0.558,,
bacon meatless,strip based bacon plant,"Bacon, meatless",plant based bacon strip,16104,1096,0.399,,
sausage meatless,sausage beyond,"Sausage, meatless",beyond sausage,16107,1097,0.541,,
without soybean cooked mature salt boiled,oat bran cooked,"Soybeans, mature cooked, boiled, without salt",cooked oat bran,16109,902,0.313,n,
salted soybean mature roasted seed,roasted seaweed,"Soybeans, mature seeds, roasted, salted",Roasted seaweed,16110,538,0.452,n,
miso,soy milk,Miso,Soy milk,16112,228,0.214,n,
natto,hunt tomato paste,Natto,Hunt's Tomato paste,16113,802,0.189,n,
fat full raw flour soy,flour soy,"Soy flour, full-fat, raw",Soy flour,16115,265,0.72,,
flour defatted soy,flour soy,"Soy flour, defatted",Soy flour,16117,265,0.657,,
soy isolate protein,powder protein,Soy protein isolate,Protein powder,16122,778,0.527,,
made wheat soy sauce shoyu from,soy sauce,Soy sauce made from soy and wheat (shoyu),Soy sauce,16123,761,0.612,,
prepared nigari magnesium sulfate soft chloride calcium tofu,silken soft tofu,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",Soft Silken Tofu,16127,702,0.374,,
fried tofu,silken soft tofu,"Tofu, fried",Soft Silken Tofu,16129,702,0.5,n,Firm Tofu (Wildwood)
d added a calcium original soymilk vitamin vanilla,vanilla cream bean ice,"Soymilk, original and vanilla, with added calcium, vitamins A and D",Vanilla bean ice cream,16139,789,0.421,n,Soy milk
d added a chocolate calcium soymilk vitamin,chocolate milk lowfat,"Soymilk, chocolate, with added calcium, vitamins A and D",Lowfat chocolate milk,16168,238,0.496,n,Soy milk
bean fat free canned refried,bean refried,"Refried beans, canned, fat-free",Refried Beans,16172,757,0.815,,
d added a calcium original soymilk vitamin vanilla light,vanilla cream bean ice,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",Vanilla bean ice cream,16225,789,0.401,n,
d added other flavor a chocolate calcium soymilk vitamin light,chocolate milk lowfat,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",Lowfat chocolate milk,16227,238,0.452,n,
nonfat d added flavor a all calcium soymilk vitamin,soy milk,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",Soy milk,16230,228,0.398,,
bean sodium canned mature black low seed,pinto sodium bean canned low,"Beans, black, mature seeds, canned, low sodium",Canned low sodium pinto bean,16316,267,0.666,n,Canned black beans (S&W)
bean sodium red canned kidney mature liquid solid low,kidney canned bean,"Beans, mature, red kidney, canned, solids and liquid, low sodium",Canned Kidney beans,16337,271,0.64,,
pinto bean sodium canned mature liquid solid low seed,pinto sodium bean canned low,"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",Canned low sodium pinto bean,16347,267,0.756,,
bean sodium garbanzo chickpea canned solid mature liquid gram low bengal seed,bean canned garbanzo,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",Canned garbanzo beans,16360,269,0.586,,
without oil peanut roasted all salt type,peanut,"Peanuts, all types, oil-roasted, without salt",Peanuts,16389,551,0.53,,
without peanut dry roasted all salt type,peanut,"Peanuts, all types, dry-roasted, without salt",Peanuts,16390,551,0.522,,
bean sodium canned refried reduced traditional,bean refried,"Refried beans, canned, traditional, reduced sodium",Refried Beans,16403,757,0.528,,
made sodium wheat soy sauce shoyu from low,soy sauce,"Soy sauce made from soy and wheat (shoyu), low sodium",Soy sauce,16424,761,0.558,,
of cut fat trimmed lean composite retail cooked lamb 14 separable choice,oat bran cooked,"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",cooked oat bran,17002,902,0.276,n,
braised foreshank fat trimmed lean cooked lamb 14 separable choice,oat bran cooked,"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",cooked oat bran,17008,902,0.35,n,
fat trimmed lean sirloin shank leg lamb 14 cooked roasted separable whole choice,pepper red steamed bell whole seed,"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",Steamed whole red bell pepper w/o seed,17012,143,0.342,n,
fat trimmed lean sirloin shank leg lamb 14 cooked roasted separable whole choice,pepper red steamed bell whole seed,"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",Steamed whole red bell pepper w/o seed,17014,143,0.342,n,
broiled fat trimmed lean loin cooked lamb 14 separable choice,oat bran cooked,"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",cooked oat bran,17024,902,0.313,n,
broiled fat trimmed lean loin cooked lamb 14 separable choice,oat bran cooked,"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",cooked oat bran,17027,902,0.313,n,
broiled fat trimmed lean cooked lamb 14 separable rib choice,oat bran cooked,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",cooked oat bran,17030,902,0.312,n,
broiled fat trimmed lean cooked lamb 14 separable rib choice,oat bran cooked,"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",cooked oat bran,17033,902,0.312,n,
fat trimmed lean raw arm lamb blade 14 separable whole choice shoulder,farm yellow prima peach whole,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, raw",Whole yellow peach (Prima Farms),17035,61,0.365,n,
fat trimmed lean arm cooked lamb blade 14 roasted separable whole choice shoulder,pepper red steamed bell whole seed,"Lamb, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",Steamed whole red bell pepper w/o seed,17038,143,0.37,n,
fat trimmed lean arm cooked lamb blade 14 roasted separable whole choice shoulder,pepper red steamed bell whole seed,"Lamb, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",Steamed whole red bell pepper w/o seed,17042,143,0.37,n,
braised fat kabob trimmed cubed lean cooked leg lamb 14 separable for stew shoulder,oat bran cooked,"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",cooked oat bran,17060,902,0.313,n,
of cut fat trimmed lean composite veal retail cooked separable,oat bran cooked,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",cooked oat bran,17089,902,0.283,n,
of cut trimmed lean composite veal retail cooked separable,steamed stalk green collard leaf,"Veal, composite of trimmed retail cuts, separable lean only, cooked",Steamed Collard greens leaves and stalk,17091,119,0.274,n,
braised fat lean top veal cooked leg round separable,oat bran cooked,"Veal, leg (top round), separable lean and fat, cooked, braised",cooked oat bran,17095,902,0.393,n,
fried fat lean top breaded veal cooked leg round separable pan,bean refried,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",Refried Beans,17096,757,0.369,n,
fried fat lean top breaded veal cooked leg round separable pan,bean refried,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",Refried Beans,17097,757,0.369,n,
fat lean top veal cooked leg round roasted separable,tip steak round beef,"Veal, leg (top round), separable lean and fat, cooked, roasted",Beef round tip steak,17098,876,0.371,n,
fried lean top breaded veal cooked leg round separable pan,bean refried,"Veal, leg (top round), separable lean only, cooked, pan-fried, not breaded",Refried Beans,17102,757,0.368,n,
fat lean raw loin veal separable,grain oat cereal whole,"Veal, loin, separable lean and fat, raw",Whole grain oat cereal,17104,257,0.304,n,
lean loin veal cooked roasted separable,roasted seaweed,"Veal, loin, separable lean only, cooked, roasted",Roasted seaweed,17109,538,0.39,n,
fat lean raw sirloin veal separable,raisin bran cereal,"Veal, sirloin, separable lean and fat, raw",Raisin bran cereal,17134,503,0.274,n,
fat lean sirloin veal cooked roasted separable,roasted seaweed,"Veal, sirloin, separable lean and fat, cooked, roasted",Roasted seaweed,17136,538,0.351,n,
broiled ground veal cooked,ground pork,"Veal, ground, cooked, broiled",ground pork,17143,910,0.519,n,
game bear cooked meat simmered,green bean steamed,"Game meat, bear, cooked, simmered",Steamed Green beans,17147,132,0.396,n,
game beaver cooked meat roasted,green bean steamed,"Game meat, beaver, cooked, roasted",Steamed Green beans,17151,132,0.43,n,
game bison lean cooked meat roasted separable,green bean steamed,"Game meat, bison, separable lean only, cooked, roasted",Steamed Green beans,17157,132,0.37,n,
game boar cooked meat roasted wild,roasted seaweed,"Game meat, boar, wild, cooked, roasted",Roasted seaweed,17159,538,0.365,n,
game cooked meat roasted goat,oat bran cooked,"Game meat, goat, cooked, roasted",cooked oat bran,17169,902,0.498,n,
moose game cooked meat roasted,roasted almond,"Game meat, moose, cooked, roasted",roasted almonds,17173,899,0.377,n,
domesticated of cut game composite cooked stewed rabbit meat,sweet potato steamed whole,"Game meat, rabbit, domesticated, composite of cuts, cooked, stewed",Steamed whole sweet potato,17179,157,0.305,n,
raccoon game cooked meat roasted,oat bran cooked,"Game meat, raccoon, cooked, roasted",cooked oat bran,17182,902,0.396,n,
game cooked meat roasted squirrel,squash neck yellow steamed,"Game meat, squirrel, cooked, roasted",Steamed yellow neck squash,17184,149,0.348,n,
lamb raw ground,ground pork,"Lamb, ground, raw",ground pork,17224,910,0.581,n,
lamb broiled ground cooked,ground pork,"Lamb, ground, cooked, broiled",ground pork,17225,910,0.505,n,
deer game raw ground meat,ground pork,"Game meat, deer, ground, raw",ground pork,17343,910,0.475,n,
deer broiled game ground cooked meat pan,ground pork,"Game meat, deer, ground, cooked, pan-broiled",ground pork,17344,910,0.441,n,
deer 1 broiled game lean loin cooked meat separable steak,green bean steamed,"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",Steamed Green beans,17345,132,0.415,n,
braised deer game lean cooked meat separable clod shoulder,oat bran cooked,"Game meat, deer, shoulder clod, separable lean only, cooked, braised",cooked oat bran,17346,902,0.341,n,
sodium baking acting sulfate powder aluminum agent double leavening,pinto sodium bean canned low,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Canned low sodium pinto bean,18369,267,0.333,n,
baking phosphate acting powder agent straight double leavening,rainbow o cereal morning,"Leavening agents, baking powder, double-acting, straight phosphate",Rainbow Morning O's Cereals,18370,681,0.251,n,
agent soda baking leavening,orange navel,"Leavening agents, baking soda",Navel orange,18372,87,0.259,n,
of tartar agent cream leavening,farina of wheat cerealcream,"Leavening agents, cream of tartar",Wheat farina cereal/cream of wheat,18373,427,0.309,n,
compressed agent baker yeast leavening,breast chicken tender,"Leavening agents, yeast, baker's, compressed",Chicken breast tender,18374,871,0.256,n,
active dry agent baker yeast leavening,chive,"Leavening agents, yeast, baker's, active dry",chives,18375,907,0.243,n,
milk tiger schiff bar,milk whole,"SCHIFF,TIGER'S MILK BAR",Whole milk,19000,239,0.289,n,
chopped beef jerky snack formed,chopped green giant spinach frozen,"Snacks, beef jerky, chopped and formed",Frozen Chopped Spinach (Green Giant),19002,721,0.36,n,
popcorn air snack popped,popcorn,"Snacks, popcorn, air-popped",Popcorn,19034,550,0.749,,
popcorn snack cake,popcorn,"Snacks, popcorn, cakes",Popcorn,19036,550,0.74,,
cheese popcorn snack flavor,popcorn,"Snacks, popcorn, cheese-flavor",Popcorn,19040,550,0.654,,
skin snack plain pork,blueberry snack bar,"Snacks, pork skins, plain",snack bar (blueberry),19041,900,0.319,n,
candy unsweetened carob,milk almond unsweetened,"Candies, carob, unsweetened",Unsweetened almond milk,19071,794,0.502,n,
chocolate baking unsweetened square,chocolate,"Baking chocolate, unsweetened, squares",Chocolate,19078,776,0.513,n,
coating candy confectioner yogurt,yogurt,"Candies, confectioner's coating, yogurt",Yogurt,19079,788,0.454,n,
cocoa unsweetened powder dry,cocoa powder,"Cocoa, dry powder, unsweetened",Cocoa powder,19165,892,0.705,,
cocoa alkali powder unsweetened dry processed,cocoa powder,"Cocoa, dry powder, unsweetened, processed with alkali",Cocoa powder,19166,892,0.553,,
honey,honey,Honey,Honey,19296,760,1,,
orange marmalade,orange jam bonne maman,"Marmalade, orange",Orange jam (Bonne Maman),19303,212,0.417,,
molasses,brussel sprout steamed whole,Molasses,Steamed Whole brussel sprouts,19304,126,0.212,n,
apple filling pie canned,cannellini bean,"Pie fillings, apple, canned",Cannellini Beans,19312,811,0.471,n,Original apple sauce (Tree top)
sugar brown,sugar table,"Sugars, brown",Table sugar,19334,773,0.586,,
sugar granulated,sugar table,"Sugars, granulated",Table sugar,19335,773,0.517,,
sugar powdered,sugar table,"Sugars, powdered",Table sugar,19336,773,0.546,,
equal packet tabletop sweetener aspartame,sweet potato steamed whole,"Sweeteners, tabletop, aspartame, EQUAL, packets",Steamed whole sweet potato,19337,157,0.366,n,
corn syrup light,maple syrup,"Syrups, corn, light",Maple syrup,19350,759,0.528,n,
corn high fructose syrup,maple syrup,"Syrups, corn, high-fructose",Maple syrup,19351,759,0.427,n,
maple syrup,maple syrup,"Syrups, maple",Maple syrup,19353,759,1,,
chip snack banana,chip banana,"Snacks, banana chips",Banana chips,19400,527,0.877,,
chip salted plain potato snack,bread potato,"Snacks, potato chips, plain, salted",Potato bread,19411,199,0.438,n,Steamed russet potato flesh only
cocoa fat alkali powder dry hi processed breakfast,cocoa powder,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",Cocoa powder,19860,892,0.531,,
candy nut soft fruit square,squash butternut steamed,"Candies, soft fruit and nut squares",Steamed butternut squash,19866,146,0.348,n,
splenda tabletop sweetener packet sucralose,flav green pac pea whole r frozen sweet,"Sweeteners, tabletop, sucralose, SPLENDA packets",Frozen Whole Sweet Green Peas (Flav R Pac),19868,712,0.33,n,
candy 69 59 5 90 chocolate 60 85 cacao 70 45 solid dark,chocolate,"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",Chocolate,19905,776,0.334,,
sweetener syrup agave,maple syrup,"Sweetener, syrup, agave",Maple syrup,19912,759,0.455,n,
extract stevia powder from herbal sweetener leaf,flav green pac pea whole r frozen sweet,"Sweetener, herbal extract powder from Stevia leaf",Frozen Whole Sweet Green Peas (Flav R Pac),19918,712,0.318,n,
raw barley pearled,grain barley pearl whole,"Barley, pearled, raw",Whole grain pearl barley,20005,470,0.85,,
cooked barley pearled,grain barley pearl whole,"Barley, pearled, cooked",Whole grain pearl barley,20006,470,0.814,,
roasted groat cooked buckwheat,hot buckwheat creamy cereal whole grain,"Buckwheat groats, roasted, cooked",Hot cereal whole grain creamy buckwheat,20010,461,0.531,,
flour groat whole buckwheat,flour wheat whole,"Buckwheat flour, whole-groat",Whole wheat flour,20011,835,0.691,n,Hot cereal whole grain creamy buckwheat
bulgur dry,grain bulgur red whole,"Bulgur, dry",Red whole grain bulgur,20012,454,0.745,,
bulgur cooked,grain bulgur red whole,"Bulgur, cooked",Red whole grain bulgur,20013,454,0.745,,
masa white corn enriched flour,white rice enriched long mahatma,"Corn flour, masa, enriched, white",Enriched long white rice (Mahatma),20017,425,0.538,n,Dried corn grits/polenta
masa white corn flour unenriched,white rice enriched long mahatma,"Corn flour, masa, unenriched, white",Enriched long white rice (Mahatma),20019,425,0.502,n,Dried corn grits/polenta
degermed yellow enriched cornmeal,cornmeal,"Cornmeal, degermed, enriched, yellow",Cornmeal,20022,767,0.577,,
cornstarch,starch corn,Cornstarch,Corn Starch,20027,785,0.86,,
couscous cooked,couscous toasted pearl,"Couscous, cooked",Toasted Pearl couscous,20029,863,0.788,,
white canned hominy,white bread,"Hominy, canned, white",White bread,20030,840,0.388,n,
millet cooked,fillet fish based plant,"Millet, cooked",plant based fish fillet,20032,1094,0.381,n,
oat bran raw,oat bran cooked,"Oat bran, raw",cooked oat bran,20033,902,0.75,,
rice raw long grain brown,brown rice cake,"Rice, brown, long-grain, raw",Brown Rice Rice Cake,20036,663,0.587,n,Brown rice (Mahatma)
rice cooked long grain brown,brown rice cake,"Rice, brown, long-grain, cooked",Brown Rice Rice Cake,20037,663,0.591,n,Brown rice (Mahatma)
white rice raw enriched long grain regular,white rice enriched long mahatma,"Rice, white, long-grain, regular, raw, enriched",Enriched long white rice (Mahatma),20044,425,0.633,,
white rice enriched cooked long grain regular,white rice enriched long mahatma,"Rice, white, long-grain, regular, enriched, cooked",Enriched long white rice (Mahatma),20045,425,0.625,,
glutinous white rice cooked unenriched,white rice enriched long mahatma,"Rice, white, glutinous, unenriched, cooked",Enriched long white rice (Mahatma),20055,425,0.484,,
white flour rice unenriched,white rice enriched long mahatma,"Rice flour, white, unenriched",Enriched long white rice (Mahatma),20061,425,0.587,n,Rice cereal (Gerber)
flour medium rye,flour soy,"Rye flour, medium",Soy flour,20064,265,0.492,n,
dry tapioca pearl,grain barley pearl whole,"Tapioca, pearl, dry",Whole grain pearl barley,20068,470,0.395,n,
bran wheat crude,bran wheat cereal,"Wheat bran, crude",Wheat bran cereal,20077,819,0.549,,
for program wheat usda flour food whole grain includes,flour wheat whole,"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",Whole wheat flour,20080,835,0.528,,
white bleached wheat enriched flour all purpose,flour all purpose,"Wheat flour, white, all-purpose, enriched, bleached",All purpose flour,20081,774,0.617,,
white wheat enriched flour bread,white bread,"Wheat flour, white, bread, enriched",White bread,20083,840,0.615,n,All purpose flour
rice wild raw,blend rice wild,"Wild rice, raw",Wild blend rice,20088,866,0.742,,
rice wild cooked,blend rice wild,"Wild rice, cooked",Wild blend rice,20089,866,0.691,,
macaroni vegetable enriched cooked,chip vegetable,"Macaroni, vegetable, enriched, cooked",Vegetable chips,20106,548,0.506,n,
egg enriched dry noodle,noodle rice fry stir,"Noodles, egg, dry, enriched",Stir fry rice noodle,20109,861,0.546,n,
egg enriched cooked noodle,soup chicken noodle,"Noodles, egg, enriched, cooked",Chicken Noodle Soup,20110,810,0.523,n,
egg enriched cooked noodle spinach,soup chicken noodle,"Noodles, egg, spinach, enriched, cooked",Chicken Noodle Soup,20112,810,0.481,n,
chow mein chinese noodle,soup chicken noodle,"Noodles, chinese, chow mein",Chicken Noodle Soup,20113,810,0.524,n,
crunchy flat noodle restaurant chinese,soup chicken noodle,"Noodles, flat, crunchy, Chinese restaurant",Chicken Noodle Soup,20118,810,0.399,n,
enriched pasta dry,white rice enriched long mahatma,"Pasta, dry, enriched",Enriched long white rice (Mahatma),20120,425,0.45,n,Spaghetti
without added enriched cooked salt pasta,white rice enriched long mahatma,"Pasta, cooked, enriched, without added salt",Enriched long white rice (Mahatma),20121,425,0.398,n,Spaghetti
for program wheat pasta cooked food whole usda includes,wheat bread whole,"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",Whole wheat bread,20125,836,0.383,n,Whole wheat spaghetti
rice cooked noodle,noodle rice fry stir,"Rice noodles, cooked",Stir fry rice noodle,20134,861,0.706,,
quinoa cooked,quinoa,"Quinoa, cooked",Quinoa,20137,420,0.894,,
white rice enriched cooked long salt grain regular,white rice enriched long mahatma,"Rice, white, long-grain, regular, cooked, enriched, with salt",Enriched long white rice (Mahatma),20345,425,0.614,,
without white rice cooked long salt grain unenriched regular,white rice enriched long mahatma,"Rice, white, long-grain, regular, unenriched, cooked without salt",Enriched long white rice (Mahatma),20445,425,0.571,,
white wheat flour all purpose unenriched,flour all purpose,"Wheat flour, white, all-purpose, unenriched",All purpose flour,20481,774,0.682,,
chuck braised fat lean beef cooked separable all grade for stew,oat bran cooked,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",cooked oat bran,23090,902,0.368,n,Beef round tip steak
on fat trimmed lean lip 18 grilled beef cooked eye rib separable all boneless grade steak,pepper steamed bell green whole seed,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Steamed whole green bell pepper w/o seed,23100,142,0.38,n,Beef round tip steak
on fat trimmed lean lip 18 grilled beef cooked eye rib separable all boneless grade steak,pepper steamed bell green whole seed,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Steamed whole green bell pepper w/o seed,23197,142,0.38,n,Beef round tip steak
